r_no	u_no	s_no	income	expense
37956	91	10607	34782	0
37957	156	6031	9661	0
37958	125	13782	1545	0
37959	200	9382	10434	0
37960	59	211	4347	0
37961	196	3956	9468	0
37962	84	10360	0	6666
37963	116	6532	6763	0
37964	112	12032	772	0
37965	70	792	21739	0
37966	198	5076	12753	0
37967	107	6622	14879	0
37968	115	12947	8115	0
37969	154	5938	31111	0
37970	17	14181	1739	0
37971	130	3185	2125	0
37972	51	7456	26086	0
37973	137	12779	35169	0
37974	193	8399	18937	0
37975	166	12782	14492	0
37976	82	1406	8212	0
37977	103	14106	483	0
37978	115	432	6376	0
37979	81	7449	26086	0
37980	172	11612	6763	0
37981	80	11714	0	8405
37982	106	10252	5797	0
37983	83	7839	18937	0
37984	188	4895	2028	0
37985	174	13310	17584	0
37986	192	12602	0	0
37987	73	14258	5217	0
37988	10	1572	10048	0
37989	118	13708	5410	0
37990	43	7974	17391	0
37991	182	2171	16328	0
37992	36	1811	21352	0
37993	67	9017	12173	0
37994	105	8854	20096	0
37995	26	14030	4734	0
37996	65	13790	8212	0
37997	85	10126	5217	0
37998	198	2277	3478	0
37999	60	926	7729	0
38000	205	8066	20869	0
38001	161	783	5217	0
38002	106	15021	3478	0
38003	77	14665	12173	0
38004	117	3923	19710	0
38005	24	4106	3864	0
38006	120	5461	7536	0
38007	67	8000	772	0
38008	91	352	0	23188
38009	90	14579	11594	0
38010	108	3426	13913	0
38011	88	12588	17584	0
38012	75	6022	2318	0
38013	81	7840	579	0
38014	52	13896	21256	0
38015	17	8213	4347	0
38016	54	11549	13526	0
38017	162	1249	12173	0
38018	122	9932	2898	0
38019	104	6869	10628	0
38020	29	8570	2125	0
38021	1	11120	6086	0
38022	117	4651	26086	0
38023	159	4650	5314	0
38024	56	2129	36521	0
38025	80	12778	8695	0
38026	29	14424	10628	0
38027	189	688	14879	0
38028	44	2035	1932	0
38029	203	2273	8115	0
38030	139	13235	13043	0
38031	86	7101	13526	0
38032	55	7741	2318	0
38033	160	11026	5410	0
38034	139	9630	1739	0
38035	97	10428	3768	0
38036	214	11611	1352	0
38037	32	10812	8115	0
38038	55	7849	5797	0
38039	103	9698	193	0
38040	168	7688	13526	0
38041	178	5695	9661	0
38042	146	4522	3478	0
38043	47	1038	22415	0
38044	69	501	2705	0
38045	160	6306	1352	0
38046	79	8537	5603	0
38047	107	9389	2028	0
38048	10	2501	3381	0
38049	203	1562	13816	0
38050	101	6884	6086	0
38051	64	8311	26570	0
38052	34	9408	4444	0
38053	209	1686	10144	0
38054	166	9724	0	26086
38055	35	1575	676	0
38056	65	12365	0	14492
38057	26	10444	26086	0
38058	80	14830	23188	0
38059	200	799	16425	0
38060	119	11914	18067	0
38061	194	13895	17391	0
38062	58	3555	2512	0
38063	26	5270	19323	0
38064	206	3341	25120	0
38065	198	1825	21256	0
38066	156	7803	14685	0
38067	92	6534	30434	0
38068	63	3172	2125	0
38069	118	13945	21352	0
38070	170	12341	3768	0
38071	26	1449	26666	0
38072	160	15296	13913	0
38073	61	6039	20096	0
38074	159	6086	1449	0
38075	192	2853	32657	0
38076	22	3599	25217	0
38077	107	1099	1835	0
38078	154	4820	3864	0
38079	178	6324	0	26086
38080	109	8551	3285	0
38081	200	6173	35169	0
38082	54	3147	4637	0
38083	93	11271	33816	0
38084	175	13621	5507	0
38085	209	6560	4057	0
38086	114	7249	0	5507
38087	209	12400	29758	0
38088	178	15273	2415	0
38089	168	8427	21739	0
38090	185	1007	2028	0
38091	41	687	966	0
38092	208	13451	37874	0
38093	43	9863	5507	0
38094	18	1480	5797	0
38095	161	3542	16811	0
38096	1	11917	0	0
38097	180	162	289	0
38098	175	6871	11690	0
38099	125	12099	1739	0
38100	191	250	10628	0
38101	169	8394	23381	0
38102	84	2269	0	6763
38103	120	10224	25507	0
38104	171	3334	2898	0
38105	214	3558	13043	0
38106	125	4136	17391	0
38107	91	5920	23478	0
38108	74	12800	28888	0
38109	132	901	0	10048
38110	111	12496	0	966
38111	216	3828	3091	0
38112	142	12701	24444	0
38113	184	11535	11594	0
38114	141	10762	14685	0
38115	72	12081	28985	0
38116	156	2134	1739	0
38117	122	7965	3478	0
38118	124	12995	5217	0
38119	85	773	25217	0
38120	104	4971	19323	0
38121	187	11175	15652	0
38122	197	14918	0	20096
38123	147	2358	25700	0
38124	96	5015	6086	0
38125	50	254	7536	0
38126	24	7884	4057	0
38127	23	2725	4637	0
38128	83	2838	2608	0
38129	174	13193	1352	0
38130	59	3515	7246	0
38131	212	4851	6183	0
38132	169	15083	25507	0
38133	172	10705	1545	0
38134	57	8046	0	1449
38135	179	3487	19323	0
38136	138	12899	4927	0
38137	192	11428	15072	0
38138	183	7789	5410	0
38139	85	6690	5410	0
38140	24	8198	23381	0
38141	50	7654	28985	0
38142	158	5824	26086	0
38143	148	13471	17584	0
38144	131	6602	3768	0
38145	44	10558	1062	0
38146	183	12658	12560	0
38147	123	11836	6763	0
38148	12	7329	1932	0
38149	159	10903	26376	0
38150	186	622	9661	0
38151	179	2901	6956	0
38152	155	14453	23381	0
38153	48	11328	33913	0
38154	201	6152	4057	0
38155	197	2909	12173	0
38156	24	814	11594	0
38157	22	623	3864	0
38158	76	11047	772	0
38159	36	15433	8115	0
38160	206	1010	4637	0
38161	88	3151	1835	0
38162	22	515	3768	0
38163	167	5844	4347	0
38164	48	7108	676	0
38165	203	10321	16521	0
38166	138	10679	4057	0
38167	200	1079	1449	0
38168	152	11113	21352	0
38169	212	11490	1739	0
38170	145	15246	1932	0
38171	50	9378	42028	0
38172	153	11082	23864	0
38173	151	8230	3478	0
38174	15	3993	13526	0
38175	66	11427	8792	0
38176	186	11041	0	0
38177	189	3304	8695	0
38178	97	11278	11497	0
38179	43	13451	2318	0
38180	93	5016	4637	0
38181	51	5278	0	289
38182	163	1044	19130	0
38183	56	10028	17004	0
38184	115	1365	4057	0
38185	96	1206	5217	0
38186	171	11229	2608	0
38187	70	15103	4347	0
38188	49	6380	4830	0
38189	29	8110	17584	0
38190	42	9523	20193	0
38191	152	11944	13043	0
38192	57	6882	0	2608
38193	25	4054	10434	0
38194	25	13991	0	13816
38195	153	3342	17584	0
38196	146	2275	0	14879
38197	166	5044	869	0
38198	91	8062	3188	0
38199	131	8914	20000	0
38200	69	13084	32657	0
38201	100	1558	18840	0
38202	63	2459	16231	0
38203	187	4135	14492	0
38204	77	177	2705	0
38205	158	9633	16231	0
38206	165	6235	15942	0
38207	137	6413	7729	0
38208	9	5028	15652	0
38209	186	896	0	27053
38210	150	992	10821	0
38211	201	7183	0	869
38212	138	7454	193	0
38213	64	2658	12367	0
38214	136	9049	11497	0
38215	66	11809	0	0
38216	187	4988	579	0
38217	56	13243	1545	0
38218	177	9356	1159	0
38219	19	5959	966	0
38220	101	5156	5217	0
38221	114	8593	30821	0
38222	195	13329	4057	0
38223	207	12094	3478	0
38224	140	14939	10434	0
38225	17	7548	6280	0
38226	212	12365	24444	0
38227	170	15178	6280	0
38228	54	2530	1449	0
38229	145	10553	1159	0
38230	10	7677	2318	0
38231	155	12000	0	19323
38232	183	9008	0	7826
38233	173	4998	13816	0
38234	173	12693	24347	0
38235	101	5641	14492	0
38236	171	5747	1352	0
38237	203	852	0	12173
38238	195	893	0	2318
38239	138	12694	25217	0
38240	127	3788	4637	0
38241	154	1255	11594	0
38242	79	14390	2318	0
38243	14	5678	966	0
38244	92	11289	18260	0
38245	183	9346	289	0
38246	75	13356	0	2512
38247	142	1368	13526	0
38248	198	12148	1352	0
38249	87	1308	11594	0
38250	10	11923	2705	0
38251	119	13388	6086	0
38252	36	10075	17004	0
38253	76	12086	18937	0
38254	188	6601	10434	0
38255	70	7022	16328	0
38256	188	8077	1449	0
38257	134	14957	1932	0
38258	144	7130	0	3671
38259	7	673	10144	0
38260	68	11514	966	0
38261	41	1739	19323	0
38262	186	980	4637	0
38263	160	15369	30821	0
38264	17	14218	3864	0
38265	64	2495	386	0
38266	31	7419	17584	0
38267	94	1137	5314	0
38268	161	7721	5410	0
38269	184	6359	2898	0
38270	98	1068	0	8695
38271	95	15097	26376	0
38272	82	7796	10821	0
38273	211	10042	2898	0
38274	146	11017	16231	0
38275	46	14791	1352	0
38276	99	13648	11014	0
38277	141	7696	17391	0
38278	89	13662	1352	0
38279	164	14107	3478	0
38280	149	12036	2705	0
38281	33	1323	3864	0
38282	69	2611	8695	0
38283	157	11172	10628	0
38284	52	15312	4637	0
38285	28	6052	1159	0
38286	118	2389	2705	0
38287	32	6573	5024	0
38288	68	8169	3864	0
38289	17	10364	30821	0
38290	60	7893	21739	0
38291	21	12641	16231	0
38292	78	12798	2705	0
38293	122	6919	7342	0
38294	115	12622	4347	0
38295	73	15222	0	21642
38296	101	8449	2608	0
38297	53	9858	6763	0
38298	36	14292	1449	0
38299	16	14684	2608	0
38300	44	13162	1159	0
38301	205	3550	19323	0
38302	80	547	11594	0
38303	176	12713	12560	0
38304	123	4587	8115	0
38305	150	11168	8115	0
38306	95	8630	4251	0
38307	193	15065	0	14879
38308	212	9000	28985	0
38309	83	703	1739	0
38310	122	1898	3091	0
38311	181	2033	7729	0
38312	214	4769	11304	0
38313	99	11729	7246	0
38314	188	12945	14879	0
38315	182	8041	12173	0
38316	14	4792	27632	0
38317	155	7433	4637	0
38318	199	6071	772	0
38319	216	10971	5217	0
38320	7	8595	13333	0
38321	95	2243	4347	0
38322	212	15523	9661	0
38323	21	7370	13526	0
38324	175	6939	2512	0
38325	139	11119	11207	0
38326	9	10042	16231	0
38327	22	961	0	2898
38328	181	2081	25700	0
38329	86	5225	2125	0
38330	1	10968	9275	0
38331	29	13658	2512	0
38332	123	3341	30144	0
38333	95	9040	3864	0
38334	123	15164	4057	0
38335	206	3213	25217	0
38336	92	737	16521	0
38337	52	12664	5797	0
38338	205	332	2898	0
38339	214	13122	5507	0
38340	217	8836	9661	0
38341	121	12630	0	3091
38342	15	9427	35169	0
38343	3	4767	2898	0
38344	136	10824	21256	0
38345	110	13856	34782	0
38346	73	746	1256	0
38347	212	579	11594	0
38348	5	1658	6956	0
38349	74	14547	39130	0
38350	16	9245	1932	0
38351	32	8931	1932	0
38352	38	4192	4251	0
38353	96	3604	0	6956
38354	34	3511	2801	0
38355	132	10010	4347	0
38356	76	426	27632	0
38357	137	1612	0	4057
38358	75	3876	0	772
38359	97	10771	10434	0
38360	160	14614	2318	0
38361	93	3187	10048	0
38362	105	2887	17777	0
38363	197	2092	0	4927
38364	44	14182	6376	0
38365	162	7762	3091	0
38366	195	9373	5797	0
38367	200	2450	7729	0
38368	138	2845	23188	0
38369	128	8693	7246	0
38370	148	7657	0	8405
38371	91	2285	17777	0
38372	52	11289	1932	0
38373	83	12177	1062	0
38374	190	14165	1062	0
38375	6	8902	0	772
38376	82	4081	2608	0
38377	140	6322	34782	0
38378	16	9151	33333	0
38379	7	14149	2028	0
38380	128	4898	9661	0
38381	4	12212	8115	0
38382	49	11941	3478	0
38383	35	6782	966	0
38384	134	11642	193	0
38385	89	10745	772	0
38386	120	2433	2222	0
38387	109	4626	27826	0
38388	119	12602	16231	0
38389	146	13979	18260	0
38390	53	2630	10048	0
38391	180	3345	1256	0
38392	98	7472	20289	0
38393	216	6724	8115	0
38394	213	10591	0	2898
38395	96	2229	17391	0
38396	77	10911	17584	0
38397	53	9344	1352	0
38398	39	5092	13526	0
38399	93	10609	19323	0
38400	3	14707	16908	0
38401	190	6829	1739	0
38402	17	9456	4637	0
38403	18	10205	27632	0
38404	157	13515	24347	0
38405	211	6804	8502	0
38406	39	7179	24637	0
38407	142	4636	1062	0
38408	154	7744	386	0
38409	55	6403	0	30144
38410	208	10713	2415	0
38411	176	9294	8888	0
38412	217	3703	2125	0
38413	17	9400	13043	0
38414	179	14645	11594	0
38415	93	8977	21642	0
38416	122	3445	0	2318
38417	73	5242	0	39130
38418	175	5632	5314	0
38419	175	6786	4637	0
38420	174	2610	10434	0
38421	116	12050	5410	0
38422	190	14854	4057	0
38423	166	3228	2415	0
38424	3	5499	4057	0
38425	45	170	1739	0
38426	153	6408	3478	0
38427	82	3938	9275	0
38428	184	12489	193	0
38429	12	14310	14492	0
38430	110	5027	5797	0
38431	59	13474	9468	0
38432	150	8942	2898	0
38433	7	13632	17391	0
38434	106	2285	11497	0
38435	106	12646	0	25700
38436	160	10421	0	1062
38437	216	13435	7246	0
38438	20	6126	35169	0
38439	172	8369	9565	0
38440	127	4003	20289	0
38441	140	10129	0	14492
38442	95	8156	2898	0
38443	24	9181	2705	0
38444	58	3187	16231	0
38445	190	8877	4637	0
38446	49	11266	10628	0
38447	169	14604	0	5314
38448	173	2065	6376	0
38449	67	12828	5507	0
38450	49	1636	0	21642
38451	214	8861	1739	0
38452	190	2043	6956	0
38453	8	11054	32657	0
38454	175	5083	10048	0
38455	86	8180	7729	0
38456	86	14611	11690	0
38457	43	8543	31304	0
38458	213	3897	15652	0
38459	108	12508	14879	0
38460	70	3875	4830	0
38461	98	3684	2028	0
38462	193	1367	1739	0
38463	192	9465	0	6956
38464	111	11789	2415	0
38465	156	5258	17584	0
38466	204	15045	1545	0
38467	31	2894	4251	0
38468	137	13803	3478	0
38469	161	7108	2608	0
38470	21	11981	6763	0
38471	84	8317	1449	0
38472	163	13054	2512	0
38473	24	15293	32463	0
38474	177	13514	5217	0
38475	68	7451	19323	0
38476	166	7385	20289	0
38477	41	6710	37681	0
38478	89	8226	24347	0
38479	29	3927	15942	0
38480	60	5864	3188	0
38481	133	7205	31884	0
38482	9	11744	2512	0
38483	209	2781	5797	0
38484	34	9944	36521	0
38485	214	5865	31111	0
38486	19	4530	13526	0
38487	189	2348	0	10048
38488	10	14078	12173	0
38489	204	14872	7729	0
38490	187	342	0	16328
38491	49	6506	4637	0
38492	139	1357	12367	0
38493	30	3655	2898	0
38494	152	3921	6666	0
38495	115	9198	2801	0
38496	204	2649	28019	0
38497	144	6011	12173	0
38498	58	4330	23188	0
38499	77	4906	2318	0
38500	124	3073	6086	0
38501	73	2852	869	0
38502	124	11729	10434	0
38503	208	11443	14492	0
38504	116	15503	11304	0
38505	99	12517	0	2415
38506	87	4879	3478	0
38507	166	8752	1739	0
38508	63	9240	13526	0
38509	109	659	8502	0
38510	64	764	7439	0
38511	18	3529	0	25507
38512	124	13770	18937	0
38513	168	9153	19710	0
38514	51	8639	0	289
38515	200	9442	8502	0
38516	59	13350	6570	0
38517	11	4720	21256	0
38518	54	1448	6280	0
38519	29	15378	26086	0
38520	129	980	0	772
38521	138	10605	6956	0
38522	182	15154	17584	0
38523	201	12864	1932	0
38524	14	2959	2512	0
38525	4	6496	5217	0
38526	118	15474	18937	0
38527	39	13759	12173	0
38528	72	9208	9661	0
38529	169	15273	24444	0
38530	170	1436	579	0
38531	128	12730	10434	0
38532	58	8940	12753	0
38533	46	2155	2512	0
38534	216	2390	2028	0
38535	50	7005	2705	0
38536	85	15559	2898	0
38537	151	5296	8115	0
38538	113	14173	18840	0
38539	142	6761	5797	0
38540	152	2481	2125	0
38541	112	12181	2415	0
38542	120	15560	386	0
38543	20	9725	28985	0
38544	115	10486	13913	0
38545	212	10665	869	0
38546	72	437	21739	0
38547	200	4307	2222	0
38548	11	14571	2125	0
38549	6	3265	23188	0
38550	170	14777	15072	0
38551	114	11718	30434	0
38552	20	1564	0	33623
38553	202	12208	6956	0
38554	14	1136	24154	0
38555	174	2832	17391	0
38556	54	6588	4251	0
38557	81	1912	2512	0
38558	173	7414	1739	0
38559	62	14549	16231	0
38560	167	1541	6376	0
38561	99	5744	3091	0
38562	215	3438	36425	0
38563	89	5723	36425	0
38564	132	8708	17004	0
38565	76	9678	27826	0
38566	168	12134	14782	0
38567	44	9559	27632	0
38568	199	11942	8695	0
38569	158	4356	5410	0
38570	206	4334	34782	0
38571	90	14653	5024	0
38572	77	4942	2318	0
38573	31	2829	13333	0
38574	131	1395	12753	0
38575	99	10219	6666	0
38576	12	828	33623	0
38577	94	4574	11207	0
38578	94	4607	2898	0
38579	177	10303	30144	0
38580	25	4382	20193	0
38581	141	15005	12753	0
38582	23	5647	10434	0
38583	59	1861	2318	0
38584	128	7847	27826	0
38585	81	6627	5797	0
38586	122	8676	1545	0
38587	141	990	483	0
38588	144	14891	23864	0
38589	88	1502	3768	0
38590	22	15033	9855	0
38591	123	9147	8115	0
38592	191	7268	11594	0
38593	87	12451	10434	0
38594	142	13296	11594	0
38595	173	11264	20193	0
38596	111	12384	1932	0
38597	13	607	6956	0
38598	104	5995	7439	0
38599	4	2393	6763	0
38600	16	7658	26666	0
38601	50	13070	9468	0
38602	14	7387	13043	0
38603	102	3537	23188	0
38604	58	6978	8115	0
38605	36	11109	2318	0
38606	4	1352	2318	0
38607	139	14599	1449	0
38608	44	9515	15072	0
38609	94	4368	772	0
38610	111	244	1449	0
38611	84	9501	1352	0
38612	157	3099	2608	0
38613	141	8024	3381	0
38614	2	1916	16231	0
38615	179	2934	16231	0
38616	100	15544	6763	0
38617	47	743	17391	0
38618	95	10705	0	5024
38619	46	1392	20869	0
38620	180	2654	7536	0
38621	210	6763	0	0
38622	146	6555	14685	0
38623	160	9751	0	8502
38624	87	14638	11690	0
38625	132	361	5507	0
38626	214	14377	9275	0
38627	54	7666	40579	0
38628	35	8724	4927	0
38629	208	9639	5024	0
38630	138	12800	0	2318
38631	162	2649	0	37681
38632	103	14414	10144	0
38633	122	2720	10048	0
38634	189	8805	12173	0
38635	173	6040	4637	0
38636	209	12738	5410	0
38637	73	2780	40579	0
38638	41	389	386	0
38639	188	9575	15072	0
38640	136	4833	1159	0
38641	182	12007	579	0
38642	14	2177	22222	0
38643	34	8639	23381	0
38644	3	5670	11304	0
38645	22	14158	24347	0
38646	17	9146	676	0
38647	60	11026	15555	0
38648	90	2867	22995	0
38649	108	2436	0	0
38650	78	14776	27053	0
38651	104	6310	14009	0
38652	46	6518	7536	0
38653	214	13813	29758	0
38654	160	8721	10821	0
38655	125	641	0	25217
38656	40	691	4251	0
38657	199	3100	0	869
38658	12	6056	2898	0
38659	122	644	2028	0
38660	9	4154	0	14492
38661	195	14728	0	7729
38662	115	13598	3091	0
38663	211	13341	26086	0
38664	47	14512	10048	0
38665	174	1448	579	0
38666	139	7235	4637	0
38667	197	14557	3478	0
38668	86	11115	28888	0
38669	154	13108	1739	0
38670	144	10236	17004	0
38671	151	12275	20869	0
38672	50	2042	4347	0
38673	143	8696	28695	0
38674	77	6986	20000	0
38675	119	3667	20869	0
38676	20	12230	29758	0
38677	52	252	1352	0
38678	138	4353	966	0
38679	110	6803	6763	0
38680	65	11714	869	0
38681	113	14728	21352	0
38682	148	8384	9855	0
38683	143	6531	0	2705
38684	65	56	6376	0
38685	58	9078	20869	0
38686	109	6263	1739	0
38687	207	14229	28985	0
38688	197	13223	18260	0
38689	132	8730	3188	0
38690	169	11060	21642	0
38691	175	6030	5217	0
38692	53	7565	18260	0
38693	174	290	13816	0
38694	100	3812	18840	0
38695	95	3824	8405	0
38696	201	11991	772	0
38697	9	1397	0	676
38698	151	8401	2318	0
38699	214	4964	4830	0
38700	157	14607	40579	0
38701	17	4882	29758	0
38702	19	4834	579	0
38703	21	7915	18260	0
38704	204	13557	6280	0
38705	89	6430	0	4637
38706	109	9573	24637	0
38707	28	8720	5797	0
38708	42	9484	42028	0
38709	198	9681	12560	0
38710	2	2908	2898	0
38711	170	8303	6666	0
38712	203	5813	676	0
38713	82	15055	25217	0
38714	149	12780	1352	0
38715	118	2144	20289	0
38716	84	7431	0	23188
38717	18	11897	30821	0
38718	122	5111	7536	0
38719	140	14171	2512	0
38720	190	3089	11594	0
38721	51	9319	2898	0
38722	96	94	20289	0
38723	50	15030	0	36425
38724	70	2164	17391	0
38725	85	1925	6183	0
38726	139	13436	5507	0
38727	120	4021	24637	0
38728	95	15447	15555	0
38729	81	7805	0	1159
38730	88	1950	289	0
38731	27	13144	6763	0
38732	139	5686	0	20193
38733	84	14448	5603	0
38734	114	8927	16908	0
38735	74	7371	22222	0
38736	187	6134	18357	0
38737	170	3409	966	0
38738	142	13991	2512	0
38739	93	6615	35169	0
38740	32	275	12173	0
38741	83	9135	3478	0
38742	133	418	13526	0
38743	104	10004	17391	0
38744	102	4826	2705	0
38745	184	6487	1352	0
38746	188	11977	2898	0
38747	210	10874	7729	0
38748	59	12470	1159	0
38749	153	3326	0	28695
38750	111	11557	3381	0
38751	43	10314	1545	0
38752	46	6145	8695	0
38753	184	13695	2318	0
38754	99	4510	2898	0
38755	19	7739	579	0
38756	116	4145	19613	0
38757	37	5579	7246	0
38758	150	8247	25507	0
38759	181	10251	772	0
38760	52	11426	193	0
38761	35	9830	3478	0
38762	21	6390	2318	0
38763	190	13720	1739	0
38764	18	5286	9178	0
38765	93	8224	4830	0
38766	19	12407	10434	0
38767	175	9515	19323	0
38768	27	11389	869	0
38769	10	5920	0	5797
38770	176	2579	9275	0
38771	204	2130	8695	0
38772	111	11959	27826	0
38773	79	9476	10144	0
38774	57	6295	17004	0
38775	6	5759	2512	0
38776	114	11262	6376	0
38777	50	6763	11594	0
38778	193	891	11014	0
38779	182	3976	14492	0
38780	189	4718	20869	0
38781	95	13477	0	2705
38782	65	9932	2608	0
38783	116	14423	19130	0
38784	36	7889	19323	0
38785	180	403	386	0
38786	52	3551	0	23864
38787	117	10470	18840	0
38788	21	15383	4251	0
38789	67	13789	14782	0
38790	2	7842	0	34782
38791	172	11078	2318	0
38792	72	14138	0	10628
38793	82	9946	4637	0
38794	39	9041	4734	0
38795	45	4725	193	0
38796	59	7405	8502	0
38797	147	14690	15942	0
38798	195	2745	2898	0
38799	57	11771	17777	0
38800	85	7588	8695	0
38801	35	11568	28985	0
38802	125	4214	16231	0
38803	92	12550	26570	0
38804	82	9310	43478	0
38805	34	1660	2125	0
38806	158	11567	40579	0
38807	134	7220	10628	0
38808	62	5310	17777	0
38809	209	11830	5797	0
38810	142	7187	35169	0
38811	59	10612	10628	0
38812	66	1185	0	1932
38813	172	11962	7729	0
38814	186	2708	23188	0
38815	135	14123	24444	0
38816	186	59	25507	0
38817	49	12418	20289	0
38818	90	337	40579	0
38819	175	4013	5410	0
38820	156	13175	7246	0
38821	95	5618	15942	0
38822	30	12731	17777	0
38823	196	13656	6280	0
38824	191	10076	2318	0
38825	189	2783	15458	0
38826	40	11467	32463	0
38827	45	9376	5797	0
38828	146	13562	3864	0
38829	194	422	1352	0
38830	115	5389	8115	0
38831	52	1055	7246	0
38832	157	4875	26666	0
38833	105	14008	15072	0
38834	89	3459	1159	0
38835	216	3684	966	0
38836	217	758	2898	0
38837	16	6749	14009	0
38838	94	13912	29758	0
38839	216	10628	31884	0
38840	183	11436	10048	0
38841	140	2934	0	28985
38842	193	4455	5603	0
38843	85	13063	28985	0
38844	142	10018	6763	0
38845	88	2980	4444	0
38846	126	7473	2125	0
38847	17	9266	27632	0
38848	13	15349	2898	0
38849	104	10477	36521	0
38850	47	6788	14492	0
38851	182	517	3091	0
38852	186	15408	32657	0
38853	158	1019	12173	0
38854	113	10248	966	0
38855	47	6396	4637	0
38856	13	15338	6183	0
38857	196	4421	4057	0
38858	100	6986	0	96
38859	97	6870	676	0
38860	34	4201	9661	0
38861	187	11196	9565	0
38862	43	15406	10821	0
38863	11	12825	13526	0
38864	150	113	7439	0
38865	182	4785	17391	0
38866	152	7384	20193	0
38867	197	4011	12077	0
38868	173	2557	0	27053
38869	56	14256	32463	0
38870	9	10024	3188	0
38871	143	13138	31111	0
38872	139	13130	10434	0
38873	189	7060	0	0
38874	77	5528	772	0
38875	21	13947	1932	0
38876	50	9412	2608	0
38877	109	14867	8695	0
38878	159	12090	22608	0
38879	214	522	5410	0
38880	156	13231	7246	0
38881	59	6394	6956	0
38882	9	9980	23478	0
38883	2	4187	6086	0
38884	126	8565	16811	0
38885	81	8494	13140	0
38886	166	1867	10144	0
38887	60	9426	12173	0
38888	35	9137	5024	0
38889	153	3407	22318	0
38890	160	188	20193	0
38891	4	2349	4057	0
38892	117	923	12367	0
38893	142	1078	2705	0
38894	143	11616	5024	0
38895	111	2073	11111	0
38896	7	10575	4734	0
38897	158	1395	12173	0
38898	63	8764	34782	0
38899	98	5624	5024	0
38900	103	8127	1739	0
